,Occupation,Marital_Status,Purchase_Sum,annual_income,number_of_children,proximity_town,sum,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,Gender_M,City_Category_B,City_Category_C,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
818,20,1,829800,825854.7977,0,4.44942238,829800,1,0,0,0,0,0,1,0,0,0,0,0,1
819,1,1,24600,0.0,0,9.1453718,24600,0,1,0,0,0,0,0,1,0,0,0,0,1
820,10,0,1861,0.0,0,6.46525153,1861,0,0,0,0,0,0,1,1,0,1,0,0,0
821,1,1,41236,29979.43054,0,6.27971357,41236,0,0,0,0,1,0,1,1,0,0,0,1,0
822,6,1,130650,149452.2298,2,26.4863368,130650,0,0,0,0,0,1,1,0,1,0,0,1,0
823,15,1,7843,0.0,3,21.61736285,7843,0,0,0,1,0,0,1,0,1,0,1,0,0
824,10,0,68051,65089.82673,0,21.22592288,68051,0,0,0,0,0,0,1,0,1,0,0,0,1
825,4,0,13842,0.0,1,45.56388369,13842,0,1,0,0,0,0,1,1,0,1,0,0,0
826,0,1,428557,430070.0818,1,18.1425123,428557,0,1,0,0,0,0,1,1,0,1,0,0,0
827,2,0,19064,0.0,2,21.57198,19064,1,0,0,0,0,0,1,0,1,0,1,0,0
828,16,0,18506,5829.910918,1,8.1338955,18506,0,0,0,1,0,0,1,0,1,1,0,0,0
829,17,0,109900,152259.347,1,24.861717,109900,0,0,1,0,0,0,1,0,0,1,0,0,0
830,14,0,558338,536475.9165,0,5.459767943,558338,1,0,0,0,0,0,1,0,0,1,0,0,0
831,2,0,81951,42749.75962,3,4.6159921,81951,1,0,0,0,0,0,1,0,1,0,0,0,1
832,14,0,21350,8352.212594,1,3.8362181,21350,0,0,1,0,0,0,0,0,1,0,0,0,0
833,10,0,75528,66380.65476,1,6.18341578,75528,0,0,0,0,0,0,1,0,1,0,0,1,0
834,0,0,28744,47449.79254,1,3.782493,28744,0,0,1,0,0,0,1,0,0,0,1,0,0
835,0,1,41551,41473.59418,1,19.88765,41551,0,0,0,0,0,1,0,0,1,0,1,0,0
836,16,1,121098,130643.1665,3,5.19423313,121098,0,0,0,0,0,1,0,1,0,0,0,1,0
837,10,0,47434,0.0,1,1.4297733,47434,0,0,0,0,0,0,0,0,1,1,0,0,0
838,20,0,963939,983199.1069,0,14.5128689,963939,0,0,0,1,0,0,1,0,0,1,0,0,0
839,4,0,242124,286433.844,1,18.1369271,242124,1,0,0,0,0,0,1,0,1,0,0,0,1
840,1,0,219478,165038.2961,0,3.22917991,219478,0,1,0,0,0,0,1,0,1,0,0,0,1
841,0,0,65108,0.0,0,25.39738172,65108,0,0,1,0,0,0,1,0,1,1,0,0,0
842,4,0,95195,36202.6389,1,4.755923,95195,1,0,0,0,0,0,1,0,1,0,0,0,0
843,1,1,54527,41999.32198,2,7.25477478,54527,0,0,0,0,1,0,1,0,1,1,0,0,0
844,15,1,31446,20541.04327,1,11.3726246,31446,1,0,0,0,0,0,1,0,1,0,0,1,0
845,6,0,156346,132248.2505,0,49.34684822,156346,0,1,0,0,0,0,1,1,0,0,0,0,1
846,7,0,27079,36299.24113,1,6.847586163,27079,0,1,0,0,0,0,1,1,0,0,1,0,0
847,1,1,155132,161600.9076,2,17.21416524,155132,0,1,0,0,0,0,0,1,0,0,0,1,0
848,13,1,16824,0.0,0,56.53457,16824,0,0,0,0,0,1,0,0,1,0,1,0,0
849,0,1,37685,51242.33804,0,7.82979914,37685,0,0,0,0,0,1,0,0,1,0,0,0,0
850,0,1,24930,46833.88094,0,35.99962568,24930,0,0,0,0,0,1,1,0,1,1,0,0,0
851,13,1,119463,126703.5598,0,36.2468834,119463,0,0,0,0,0,1,1,0,1,0,1,0,0
852,20,0,144499,108421.4557,0,4.365482173,144499,0,0,1,0,0,0,1,1,0,0,0,0,1
853,12,0,142094,113751.8039,0,3.869827981,142094,0,0,0,1,0,0,0,0,1,1,0,0,0
854,10,0,5180,4045.841639,0,19.9857972,5180,0,0,0,0,0,0,1,0,1,1,0,0,0
855,6,1,8090,46716.38386,1,3.8662261,8090,0,0,0,1,0,0,0,0,1,1,0,0,0
856,1,0,24922,68493.45761,0,3.46326366,24922,0,0,0,0,1,0,0,0,0,0,0,1,0
857,7,0,44563,9625.959196,1,21.2697661,44563,0,0,0,1,0,0,1,0,1,0,1,0,0
858,0,1,146549,155582.0152,0,11.3661871,146549,0,0,0,0,1,0,0,1,0,1,0,0,0
859,0,1,368743,367657.5679,0,0.88578216,368743,0,0,0,0,1,0,1,1,0,0,0,1,0
860,2,0,39220,63085.71771,0,7.21392116,39220,0,0,1,0,0,0,0,1,0,1,0,0,0
861,0,0,68763,41029.55167,2,0.53213987,68763,0,1,0,0,0,0,1,0,1,0,1,0,0
862,9,0,74488,44842.14266,1,5.63241,74488,0,0,1,0,0,0,0,0,1,0,1,0,0
863,7,0,53292,36286.94234,1,4.13563542,53292,0,1,0,0,0,0,1,0,1,0,1,0,0
864,6,1,19397,27203.86852,2,18.2179356,19397,0,0,0,0,1,0,1,0,1,0,1,0,0
865,1,0,52198,77134.93154,3,4.47853937,52198,0,0,0,1,0,0,0,0,1,1,0,0,0
866,1,0,203573,200862.3357,1,21.4497639,203573,0,0,1,0,0,0,0,0,1,1,0,0,0
867,4,0,86804,112241.8009,1,14.144869,86804,1,0,0,0,0,0,1,0,1,0,0,0,1
868,17,0,90864,59079.1642,0,29.2189331,90864,0,1,0,0,0,0,1,1,0,1,0,0,0
869,16,1,314064,284188.1753,1,15.5521916,314064,0,0,0,0,0,1,1,1,0,0,1,0,0
870,7,1,21886,5579.868432,0,9.6387344,21886,0,1,0,0,0,0,1,0,1,0,0,1,0
871,17,1,183316,142773.5337,1,0.49861323,183316,0,0,0,0,1,0,1,0,1,1,0,0,0
872,3,0,36347,0.0,3,14.4242749,36347,0,0,1,0,0,0,0,0,0,0,1,0,0
873,10,0,48290,30335.51999,2,11.66569441,48290,0,0,0,0,0,0,1,0,1,1,0,0,0
874,20,1,97881,100224.0717,0,25.93557181,97881,0,1,0,0,0,0,0,0,1,1,0,0,0
875,16,1,211556,221046.1428,0,5.335871,211556,0,0,0,0,0,1,0,0,1,0,0,0,1
876,15,0,410399,388480.5839,3,4.83813858,410399,0,1,0,0,0,0,1,0,0,1,0,0,0
877,5,1,77151,66955.50151,1,18.7994435,77151,0,1,0,0,0,0,1,0,1,1,0,0,0
878,1,0,111283,67987.00247,1,36.329254,111283,0,0,0,0,0,1,0,0,1,0,0,0,0
879,6,0,38502,0.0,2,18.8779677,38502,0,0,1,0,0,0,0,0,1,0,0,0,0
880,1,1,51923,58335.17839,1,9.17893685,51923,0,0,0,1,0,0,1,0,1,0,0,1,0
881,7,0,326825,329663.3142,1,55.559339,326825,0,0,1,0,0,0,0,0,0,0,0,0,0
882,4,0,52456,71879.13619,1,14.2358254,52456,1,0,0,0,0,0,1,0,1,0,0,0,1
883,15,1,239693,248204.7621,4,18.6928642,239693,0,1,0,0,0,0,1,0,0,0,1,0,0
884,20,0,107271,119640.6481,2,26.6632512,107271,0,1,0,0,0,0,0,0,1,0,1,0,0
885,10,0,91475,87430.01918,1,15.373569,91475,0,0,0,0,0,0,1,0,1,0,0,0,1
886,20,0,7788,15972.26122,1,4.49167271,7788,1,0,0,0,0,0,1,0,1,1,0,0,0
887,6,1,7922,0.0,0,21.8868186,7922,0,0,0,0,1,0,0,0,1,0,0,0,1
888,12,1,61852,84502.87973,0,33.72574272,61852,0,0,0,1,0,0,0,0,1,0,0,0,0
889,0,1,76200,87476.66845,2,4.18913453,76200,0,0,1,0,0,0,1,0,0,0,0,1,0
890,7,0,135900,133955.6072,2,4.933117747,135900,0,0,0,1,0,0,1,0,1,0,0,1,0
891,17,1,475349,495933.9061,2,24.92667351,475349,0,0,0,0,1,0,1,1,0,0,0,0,1
892,7,1,78160,81171.73978,0,12.2286699,78160,0,0,1,0,0,0,1,0,1,0,0,0,1
893,2,1,26660,48950.20227,2,29.44259117,26660,0,0,0,1,0,0,1,1,0,0,0,0,1
894,16,1,87822,64711.91658,0,84.4358565,87822,0,0,0,0,0,1,1,0,1,0,0,0,0
895,20,1,261341,264212.8789,0,18.53883174,261341,0,0,0,0,1,0,1,1,0,1,0,0,0
896,0,1,80375,104381.2069,1,36.37779268,80375,0,1,0,0,0,0,0,1,0,1,0,0,0
897,7,1,320592,332515.0335,1,0.39942611,320592,0,0,0,0,1,0,0,1,0,1,0,0,0
898,1,1,60475,5702.0222,1,31.378532,60475,0,0,1,0,0,0,1,0,0,0,0,1,0
899,1,1,270642,286063.796,1,44.9513115,270642,0,0,1,0,0,0,1,0,1,0,1,0,0
900,2,0,113454,123255.0234,0,17.55349572,113454,0,0,1,0,0,0,1,0,1,0,0,1,0
901,11,0,49186,0.0,1,0.797665995,49186,0,0,0,0,1,0,1,0,1,1,0,0,0
902,10,0,123436,112262.9973,1,1.61894561,123436,0,0,0,0,0,0,1,0,1,0,0,0,1
903,10,0,27578,0.0,1,6.691111481,27578,1,0,0,0,0,0,1,0,0,0,1,0,0
904,1,1,3051,27209.89996,1,2.473175,3051,0,1,0,0,0,0,0,0,1,1,0,0,0
905,0,1,240844,204046.6562,0,21.4167721,240844,0,1,0,0,0,0,1,0,0,0,0,0,0
906,7,1,22214,0.0,0,3.697963518,22214,0,1,0,0,0,0,1,1,0,1,0,0,0
907,7,1,18831,20469.75141,4,2.36255233,18831,0,0,0,0,0,1,1,1,0,0,0,0,0
908,2,0,99731,95145.9616,1,1.37362867,99731,0,0,0,0,0,1,1,0,1,0,0,0,1
909,0,0,69632,31014.32051,0,118.128313,69632,1,0,0,0,0,0,0,1,0,0,0,1,0
910,12,1,70948,61067.79416,1,1.25254784,70948,0,0,0,0,1,0,1,0,0,0,0,0,1
911,11,1,8265,48978.61332,2,8.633353538,8265,0,1,0,0,0,0,0,0,1,0,0,1,0
912,0,1,572824,515329.1925,1,14.75291665,572824,0,1,0,0,0,0,1,1,0,0,0,0,1
913,12,1,162517,190684.6609,0,33.533238,162517,0,1,0,0,0,0,1,1,0,0,1,0,0
914,1,0,10712,60018.44251,1,12.33928498,10712,0,0,0,1,0,0,1,0,0,0,0,1,0
915,1,1,131067,107924.5388,0,8.317598277,131067,0,1,0,0,0,0,0,0,1,1,0,0,0
916,19,0,49769,49242.43847,1,11.7563245,49769,0,0,1,0,0,0,1,0,1,0,0,1,0
917,0,1,343391,341283.0491,1,2.675676351,343391,0,0,1,0,0,0,1,1,0,0,1,0,0
918,14,1,63705,39423.64023,0,6.117822113,63705,0,0,1,0,0,0,1,0,1,0,0,0,1
919,2,0,244384,253076.8504,0,24.3353961,244384,0,1,0,0,0,0,1,0,1,0,0,0,0
920,0,0,14518,28118.6109,1,8.127747394,14518,1,0,0,0,0,0,1,0,1,1,0,0,0
921,10,0,62999,85712.66324,1,0.48965672,62999,0,0,0,0,0,0,1,0,0,1,0,0,0
922,6,1,116950,113860.2853,0,4.2165958,116950,0,1,0,0,0,0,1,0,1,0,1,0,0
923,20,1,107422,107967.8263,0,14.48279736,107422,0,1,0,0,0,0,1,1,0,0,1,0,0
924,9,0,53263,72607.22962,2,1.2234721,53263,0,1,0,0,0,0,0,0,1,0,0,0,1
925,16,1,77355,67254.76503,1,53.498356,77355,0,1,0,0,0,0,0,0,1,0,1,0,0
926,16,1,611226,642707.7287,2,29.7648443,611226,0,0,0,0,1,0,1,0,0,0,1,0,0
927,4,0,126553,114195.1923,0,49.213511,126553,0,1,0,0,0,0,1,0,1,0,0,0,0
928,0,1,9706,35118.35016,0,2.542248717,9706,0,0,0,0,0,1,0,0,1,1,0,0,0
929,17,0,74125,55310.48508,2,11.85898574,74125,0,0,1,0,0,0,0,0,1,0,0,0,0
930,11,0,15873,0.0,0,2.391758321,15873,0,0,0,0,1,0,1,1,0,0,0,0,1
931,0,1,14755,437.62887,1,15.21173786,14755,0,0,0,0,1,0,1,0,1,0,0,0,1
932,6,0,54443,82256.27015,0,8.5572667,54443,1,0,0,0,0,0,1,0,1,0,1,0,0
933,9,1,44217,0.0,0,0.82497529,44217,0,1,0,0,0,0,0,0,0,0,0,1,0
934,3,0,26179,0.0,1,4.894854783,26179,0,0,1,0,0,0,0,1,0,0,1,0,0
935,0,0,14729,21009.18902,2,9.655927615,14729,0,1,0,0,0,0,1,0,1,1,0,0,0
936,4,0,21213,46640.70589,2,42.172375,21213,1,0,0,0,0,0,0,0,1,0,0,1,0
937,17,1,304276,322470.2067,2,7.564219734,304276,0,1,0,0,0,0,1,0,0,0,0,0,1
938,19,0,38450,0.0,1,8.891164652,38450,0,0,0,0,0,0,1,0,1,0,1,0,0
939,20,1,169525,132047.6981,1,23.37368628,169525,0,0,0,1,0,0,1,0,0,0,0,0,0
940,15,0,469500,524175.8458,0,0.527991367,469500,0,1,0,0,0,0,1,1,0,0,1,0,0
941,6,0,71858,28436.50023,0,51.19578839,71858,0,1,0,0,0,0,0,1,0,1,0,0,0
942,11,0,52301,53514.29506,0,11.197769,52301,0,0,0,0,1,0,1,1,0,1,0,0,0
943,2,0,31103,10871.38547,0,15.465997,31103,0,1,0,0,0,0,1,0,1,0,0,0,0
944,3,0,379668,426323.2901,0,8.75938641,379668,0,1,0,0,0,0,1,1,0,0,1,0,0
945,11,0,85629,137118.6548,1,6.568734662,85629,0,0,1,0,0,0,1,0,1,1,0,0,0
946,4,0,21244,42592.03529,0,53.368499,21244,1,0,0,0,0,0,1,0,1,0,0,0,1
947,3,0,62991,48307.50624,2,28.9128662,62991,0,0,1,0,0,0,1,0,1,1,0,0,0
948,7,1,36899,47855.15895,3,18.524514,36899,0,0,0,0,1,0,1,0,1,1,0,0,0
949,0,0,536491,493257.2681,0,7.333672,536491,0,1,0,0,0,0,1,0,0,1,0,0,0
950,8,1,51527,29283.10493,0,76.87542517,51527,0,1,0,0,0,0,1,0,1,0,0,0,1
951,1,0,9312,45589.23333,0,29.2989848,9312,0,0,1,0,0,0,0,0,1,0,0,0,0
952,13,0,66449,65456.70319,0,39.8726499,66449,0,0,0,0,0,1,1,0,1,1,0,0,0
953,3,1,843827,886382.1087,0,4.875892473,843827,0,0,1,0,0,0,1,0,0,0,0,0,1
954,16,0,104030,129443.5502,0,0.468549468,104030,0,0,0,0,0,1,1,0,1,0,0,1,0
955,0,0,362090,360205.6769,2,9.3385536,362090,0,0,1,0,0,0,1,1,0,0,1,0,0
956,4,0,97986,111409.3166,0,8.924999745,97986,1,0,0,0,0,0,1,0,0,0,0,0,1
957,1,1,573359,601857.5375,2,1.9861825,573359,0,0,1,0,0,0,1,0,0,0,0,0,1
958,0,0,61314,88616.63397,1,7.975461532,61314,0,0,1,0,0,0,1,0,1,0,0,1,0
959,3,0,148990,173246.0,1,3.796451396,148990,0,1,0,0,0,0,1,0,1,0,1,0,0
960,13,1,12537,0.0,1,84.5531814,12537,0,0,0,0,0,1,1,0,1,0,1,0,0
961,1,0,25142,13030.37102,0,45.8524614,25142,0,0,1,0,0,0,0,0,1,1,0,0,0
962,16,1,37813,63989.10079,2,1.3592776,37813,0,1,0,0,0,0,1,0,1,0,0,1,0
963,0,1,26095,0.0,0,4.577414636,26095,0,0,0,1,0,0,0,0,1,1,0,0,0
964,4,0,39241,430.3488081,0,0.27674433,39241,1,0,0,0,0,0,1,1,0,1,0,0,0
965,7,1,53808,39833.85109,1,,53808,0,0,0,1,0,0,0,0,1,0,0,0,0
966,0,0,148516,125688.2403,1,68.53118598,148516,0,1,0,0,0,0,1,1,0,0,0,0,0
967,7,1,97178,29949.26031,0,7.299983575,97178,0,1,0,0,0,0,1,0,1,0,1,0,0
968,16,1,154060,210483.4823,0,22.6419163,154060,0,0,1,0,0,0,1,0,1,0,1,0,0
969,16,1,65138,29081.84004,0,7.236968891,65138,0,0,0,0,1,0,1,0,1,0,0,0,0
970,5,0,121757,129721.4362,3,33.52557199,121757,0,1,0,0,0,0,1,1,0,1,0,0,0
971,2,1,91260,55152.59561,0,7.21243319,91260,1,0,0,0,0,0,1,0,1,1,0,0,0
972,7,0,64850,39333.47904,2,7.231644464,64850,0,0,1,0,0,0,1,0,1,1,0,0,0
973,7,1,15076,8442.301139,0,3.799824852,15076,0,0,0,1,0,0,1,0,1,1,0,0,0
974,15,1,121444,100511.5961,3,14.98565889,121444,0,0,0,0,0,1,0,0,1,0,1,0,0
975,1,0,8160,0.0,2,5.443595184,8160,0,0,1,0,0,0,0,0,1,0,0,1,0
976,11,1,128155,82342.76267,0,0.24393253,128155,0,1,0,0,0,0,1,0,1,1,0,0,0
977,2,0,46363,56091.64919,0,3.315584496,46363,0,0,0,1,0,0,1,1,0,0,1,0,0
978,5,1,34559,19611.44832,2,74.5598183,34559,0,0,1,0,0,0,1,0,1,0,0,1,0
979,11,0,23676,0.0,1,27.63316923,23676,0,0,0,0,1,0,0,0,1,0,0,0,1
980,20,0,111572,107974.9276,2,2.438147419,111572,0,1,0,0,0,0,1,0,0,0,0,0,0
981,10,0,27427,78309.70108,1,26.8164893,27427,0,0,0,0,0,0,0,0,1,0,1,0,0
982,18,1,15407,60375.40911,2,7.235388588,15407,0,0,0,0,0,1,1,0,1,0,1,0,0
983,0,0,87372,100005.5107,2,25.9985616,87372,1,0,0,0,0,0,1,1,0,0,0,0,1
984,6,0,23063,0.0,0,1.887759158,23063,0,0,1,0,0,0,1,0,1,0,0,0,1
985,14,1,23015,23150.04951,0,3.27768429,23015,0,0,0,1,0,0,1,0,1,0,0,1,0
986,1,0,327918,338552.5137,0,1.4551911,327918,0,1,0,0,0,0,1,1,0,1,0,0,0
987,0,1,630251,687698.9739,0,2.95449691,630251,0,1,0,0,0,0,0,0,0,0,0,0,0
988,2,0,106702,141743.2668,2,33.62732161,106702,0,0,1,0,0,0,0,0,1,1,0,0,0
989,0,1,251176,268412.4101,1,16.339422,251176,0,0,1,0,0,0,1,0,1,0,1,0,0
990,10,0,114730,72973.35169,1,2.73819588,114730,0,0,0,0,0,0,1,0,1,1,0,0,0
991,0,1,121251,142963.5048,0,3.8489373,121251,0,0,1,0,0,0,1,0,0,1,0,0,0
992,0,0,47410,66529.02605,2,4.551838261,47410,0,0,0,0,0,0,1,0,1,1,0,0,0
993,17,1,169881,215738.1026,3,4.973462661,169881,0,0,0,1,0,0,1,1,0,1,0,0,0
994,1,0,418402,405271.5775,1,29.66451459,418402,0,1,0,0,0,0,1,1,0,0,1,0,0
995,0,0,240317,231035.89,0,26.42522165,240317,0,1,0,0,0,0,0,1,0,0,0,1,0
996,10,0,71691,85211.06708,1,24.73282878,71691,1,0,0,0,0,0,1,0,1,1,0,0,0
997,0,1,41205,91436.88768,1,1.4151814,41205,0,0,0,1,0,0,1,0,1,0,0,0,0
998,19,0,198815,194216.1531,0,21.2613977,198815,0,0,0,0,1,0,1,0,1,0,0,1,0
999,7,0,143311,147589.6484,3,8.935552291,143311,0,0,1,0,0,0,1,1,0,1,0,0,0
1000,7,0,126206,111815.3477,2,1.918126,126206,0,1,0,0,0,0,1,0,1,1,0,0,0
1001,0,0,57913,79757.33494,0,3.22611161,57913,0,1,0,0,0,0,0,1,0,0,0,1,0
1002,12,1,106842,77780.95196,0,53.66714616,106842,0,0,0,1,0,0,1,0,1,0,0,1,0
1003,12,1,88758,68983.49754,1,3.82816654,88758,0,0,1,0,0,0,1,1,0,0,0,1,0
1004,4,0,333995,301934.9428,0,6.52285674,333995,1,0,0,0,0,0,0,1,0,0,1,0,0
1005,20,0,332393,353731.7164,2,14.3481744,332393,0,1,0,0,0,0,1,0,0,0,0,0,1
1006,2,1,8762,0.0,1,36.65987796,8762,0,0,0,1,0,0,0,1,0,1,0,0,0
1007,16,0,93724,97504.90641,0,34.7574579,93724,0,0,0,0,1,0,1,0,1,0,0,0,0
1008,7,0,70407,51099.00404,1,3.82579847,70407,0,0,1,0,0,0,0,0,1,0,1,0,0
1009,6,0,54731,46400.99863,0,86.342892,54731,0,1,0,0,0,0,0,0,1,0,0,0,1
1010,17,1,113634,52263.70884,3,32.72391688,113634,0,0,0,1,0,0,1,0,0,0,0,0,1
1011,6,1,75970,69846.13597,4,26.623356,75970,0,1,0,0,0,0,0,0,0,1,0,0,0
1012,3,1,57255,44692.62929,1,0.256733874,57255,0,1,0,0,0,0,0,0,1,1,0,0,0
1013,3,0,244509,278701.7016,0,3.5565348,244509,0,1,0,0,0,0,1,0,0,1,0,0,0
1014,9,1,55025,83127.60317,1,49.699539,55025,0,0,0,1,0,0,0,0,1,1,0,0,0
1015,7,0,89891,131936.6895,0,11.68975386,89891,0,1,0,0,0,0,1,0,0,0,0,0,0
1016,7,1,8892,0.0,1,6.3372838,8892,0,0,0,0,0,1,1,0,1,1,0,0,0
1017,4,1,59940,66416.32852,1,9.2939441,59940,1,0,0,0,0,0,1,0,1,1,0,0,0
1018,0,1,16830,14879.23623,1,25.69123555,16830,0,0,0,0,0,1,1,1,0,1,0,0,0
1019,19,0,166921,164158.0057,1,11.84278186,166921,0,0,0,0,0,0,1,0,1,0,0,0,0
1020,7,1,34682,0.0,0,3.58928458,34682,0,1,0,0,0,0,1,0,1,0,1,0,0
1021,4,0,253037,251518.565,0,7.24377366,253037,1,0,0,0,0,0,1,0,0,0,1,0,0
1022,16,0,299544,319288.7621,2,121.3158386,299544,0,1,0,0,0,0,1,1,0,1,0,0,0
1023,10,0,760345,793173.0452,1,42.69275993,760345,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,6,1,45931,90494.91009,2,2.589118385,45931,0,0,1,0,0,0,1,0,1,0,1,0,0
1025,7,1,58704,101004.9661,1,2.18551514,58704,0,1,0,0,0,0,1,0,1,1,0,0,0
1026,5,0,22976,0.0,2,,22976,1,0,0,0,0,0,1,0,1,0,0,0,0
1027,4,0,34116,7583.128145,0,0.59572932,34116,1,0,0,0,0,0,0,0,1,0,1,0,0
1028,14,1,81560,114983.7383,2,24.245563,81560,0,0,0,0,1,0,1,0,1,0,1,0,0
1029,0,0,170575,99895.00178,2,11.9919752,170575,1,0,0,0,0,0,0,0,1,1,0,0,0
1030,6,0,7972,1208.181575,2,86.84318597,7972,0,0,0,0,0,1,0,0,1,0,0,1,0
1031,10,0,132884,104938.779,1,9.84929493,132884,0,0,0,0,0,0,1,0,1,1,0,0,0
1032,17,0,193262,230539.4711,2,42.97782,193262,1,0,0,0,0,0,1,0,0,0,0,0,1
1033,7,1,35696,7459.731116,1,15.935418,35696,0,0,1,0,0,0,1,0,1,0,0,0,1
1034,17,0,133315,125317.4633,2,1.359564772,133315,0,1,0,0,0,0,1,0,1,0,0,0,1
1035,0,1,234918,285493.9068,0,0.597339546,234918,0,1,0,0,0,0,1,1,0,0,0,0,0
1036,1,0,433508,424285.6907,0,22.28487114,433508,0,0,1,0,0,0,1,0,0,1,0,0,0
1037,1,0,2023,0.0,1,9.65514862,2023,1,0,0,0,0,0,1,0,0,0,1,0,0
1038,7,0,8018,16180.80211,1,4.59215434,8018,0,0,0,1,0,0,0,0,1,0,1,0,0
1039,11,0,60843,43181.40556,0,2.96237364,60843,0,0,1,0,0,0,1,0,0,1,0,0,0
1040,4,0,101103,39212.44079,1,4.21145416,101103,1,0,0,0,0,0,1,0,1,0,1,0,0
1041,1,1,23075,1984.856864,3,4.92816771,23075,0,0,0,0,1,0,0,0,1,1,0,0,0
1042,1,0,52240,10416.25248,1,8.7284253,52240,0,0,0,0,0,1,1,1,0,0,1,0,0
1043,10,0,89864,61389.80038,0,3.4213412,89864,1,0,0,0,0,0,1,0,1,1,0,0,0
1044,6,1,30293,0.0,1,31.554795,30293,0,0,0,0,0,1,0,1,0,0,0,1,0
1045,16,1,24959,20556.94642,1,17.69395793,24959,0,0,0,0,1,0,0,0,1,1,0,0,0
1046,6,0,600841,632150.805,1,5.93817635,600841,1,0,0,0,0,0,1,0,0,0,0,0,1
1047,4,0,217834,194895.1565,0,69.5593425,217834,1,0,0,0,0,0,1,1,0,0,0,1,0
1048,9,0,100948,103684.3044,2,22.51371735,100948,1,0,0,0,0,0,0,0,0,0,1,0,0
1049,15,0,117062,90076.42237,1,5.66129567,117062,0,1,0,0,0,0,1,1,0,0,0,1,0
1050,14,0,686570,723438.6511,2,5.14529442,686570,1,0,0,0,0,0,1,1,0,0,0,1,0
1051,13,1,6062,0.0,1,5.7162186,6062,0,0,0,0,1,0,1,0,1,1,0,0,0
1052,1,1,380457,362154.5442,2,16.83922954,380457,0,0,1,0,0,0,1,1,0,0,1,0,0
1053,4,1,538808,502071.7268,0,3.9798994,538808,1,0,0,0,0,0,1,0,0,0,0,0,0
1054,7,1,180541,185785.9545,0,1.43583751,180541,0,0,0,0,0,1,1,0,1,0,0,0,1
1055,14,1,86291,93749.16413,0,12.61674378,86291,0,0,0,0,0,1,1,0,1,0,0,0,0
1056,2,1,340870,325558.7398,1,42.3265673,340870,0,1,0,0,0,0,1,1,0,0,0,0,1
1057,4,0,408125,400879.6483,2,66.93741156,408125,1,0,0,0,0,0,0,1,0,0,1,0,0
1058,16,0,27741,6832.036487,1,14.26671515,27741,0,0,0,0,0,1,1,0,1,0,0,0,0
1059,0,0,74386,116896.0206,3,9.683268391,74386,0,1,0,0,0,0,1,0,1,1,0,0,0
1060,1,0,469693,476829.3723,0,4.594372633,469693,0,1,0,0,0,0,1,0,0,0,1,0,0
1061,17,0,93174,84651.97261,1,15.82585957,93174,0,0,1,0,0,0,1,0,1,0,1,0,0
1062,7,0,258627,305043.47,1,7.7559482,258627,1,0,0,0,0,0,1,0,1,1,0,0,0
1063,13,1,103284,59837.22759,0,2.2738138,103284,0,0,0,0,0,1,1,0,1,0,0,0,1
1064,12,1,216285,225946.7706,0,69.5123425,216285,1,0,0,0,0,0,1,0,0,1,0,0,0
1065,2,0,186856,207653.2291,1,6.9641162,186856,1,0,0,0,0,0,1,0,1,0,0,0,0
1066,20,0,101854,107005.1846,3,2.327897,101854,1,0,0,0,0,0,1,0,1,1,0,0,0
1067,13,1,134791,99789.16437,1,2.47227184,134791,0,0,0,0,1,0,1,0,1,1,0,0,0
1068,7,0,79825,68001.53795,0,2.183629232,79825,0,0,1,0,0,0,0,0,1,0,0,1,0
1069,4,0,338839,360941.0675,1,19.998315,338839,1,0,0,0,0,0,1,1,0,0,0,0,1
1070,12,0,123803,104776.5239,0,2.87864398,123803,1,0,0,0,0,0,1,0,1,0,0,0,1
1071,1,0,124378,181611.5284,1,51.77823732,124378,0,1,0,0,0,0,1,0,1,0,1,0,0
1072,2,1,361340,378791.8825,2,16.913194,361340,0,0,0,1,0,0,0,1,0,0,1,0,0
1073,3,1,231802,259931.0775,0,0.635589769,231802,0,1,0,0,0,0,0,1,0,1,0,0,0
1074,1,0,205219,166365.413,3,1.79828,205219,1,0,0,0,0,0,1,1,0,1,0,0,0
1075,7,1,40213,23715.47876,0,33.3298985,40213,0,0,0,0,1,0,1,0,1,0,0,0,1
1076,7,0,18736,42234.74678,0,2.849415844,18736,0,1,0,0,0,0,1,1,0,0,0,0,1
1077,3,1,62148,92088.24628,1,12.51245313,62148,0,0,0,0,1,0,1,0,0,0,1,0,0
1078,16,1,242384,231880.537,0,1.6585886,242384,1,0,0,0,0,0,0,1,0,0,1,0,0
1079,20,1,217407,260988.052,0,4.1627835,217407,0,1,0,0,0,0,1,1,0,0,0,1,0
1080,17,1,22343,43076.59251,0,18.846846,22343,0,0,1,0,0,0,1,0,1,1,0,0,0
1081,12,1,35817,44637.2188,1,4.713123116,35817,0,1,0,0,0,0,1,0,0,1,0,0,0
1082,20,0,613067,658259.7489,3,29.93446584,613067,0,1,0,0,0,0,0,0,0,1,0,0,0
1083,15,1,211110,276267.6799,2,8.23117848,211110,0,1,0,0,0,0,1,0,1,0,1,0,0
